#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-2328CEF5A7AD09C7-8B8D67FE2AFEB18
#datatype	hitsFull Results
#status	0
#Start time	2017-02-26T14:10:53	Run time	0:00:06:21
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily	Definition
Q#843 - >14793[]	non-specific	223895	243	497	1.01115e-70	226.762	COG0825	AccA	 - 	cl23717	Acetyl-CoA carboxylase alpha subunit [Lipid transport and metabolism]; Acetyl-CoA carboxylase alpha subunit [Lipid metabolism].
Q#843 - >14793[]	superfamily	304874	243	497	1.01115e-70	226.762	cl23717	crotonase-like superfamily	 - 	 - 	Crotonase/Enoyl-Coenzyme A (CoA) hydratase superfamily. This superfamily contains a diverse set of enzymes including enoyl-CoA hydratase, napthoate synthase, methylmalonyl-CoA decarboxylase, 3-hydoxybutyryl-CoA dehydratase, and dienoyl-CoA isomerase. Many of these play important roles in fatty acid metabolism. In addition to a conserved structural core and the formation of trimers (or dimers of trimers), a common feature in this superfamily is the stabilization of an enolate anion intermediate derived from an acyl-CoA substrate. This is accomplished by two conserved backbone NH groups in active sites that form an oxyanion hole.
Q#843 - >14793[]	non-specific	223955	347	469	2.39372e-05	44.6993	COG1024	CaiD	NC	cl23717	Enoyl-CoA hydratase/carnithine racemase [Lipid transport and metabolism]; Enoyl-CoA hydratase/carnithine racemase [Lipid metabolism].
Q#843 - >14793[]	multi-dom	227136	52	450	1.02878e-25	108.84	COG4799	MmdA	 - 	 - 	Acetyl-CoA carboxylase, carboxyltransferase component [Lipid transport and metabolism]; Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha and beta) [Lipid metabolism].
Q#843 - >14793[]	multi-dom	227136	45	222	0.000184126	42.5857	COG4799	MmdA	N	 - 	Acetyl-CoA carboxylase, carboxyltransferase component [Lipid transport and metabolism]; Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha and beta) [Lipid metabolism].
Q#843 - >14793[]	multi-dom	227136	278	389	0.00182648	39.5041	COG4799	MmdA	C	 - 	Acetyl-CoA carboxylase, carboxyltransferase component [Lipid transport and metabolism]; Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha and beta) [Lipid metabolism].
Q#844 - >14794[]	non-specific	223748	12	135	5.92988e-25	96.307	COG0676	YeaD	C	cl14648	D-hexose-6-phosphate mutarotase [Carbohydrate transport and metabolism]; Uncharacterized enzymes related to aldose 1-epimerase [Carbohydrate transport and metabolism].
Q#844 - >14794[]	superfamily	301329	12	135	5.92988e-25	96.307	cl14648	Aldose_epim superfamily	C	 - 	aldose 1-epimerase superfamily; Aldose 1-epimerases or mutarotases are key enzymes of carbohydrate metabolism; they catalyze the interconversion of the alpha- and beta-anomers of hexose sugars such as glucose and galactose. This interconversion is an important step that allows anomer specific metabolic conversion of sugars. Studies of the catalytic mechanism of the best known member of the family, galactose mutarotase, have shown a glutamate and a histidine residue to be critical for catalysis; the glutamate serves as the active site base to initiate the reaction by removing the proton from the C-1 hydroxyl group of the sugar substrate and the histidine as the active site acid to protonate the C-5 ring oxygen.
Q#845 - >14795[]	multi-dom	224511	25	187	8.27978e-31	109.795	COG1595	RpoE	 - 	 - 	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family [Transcription]; DNA-directed RNA polymerase specialized sigma subunit, sigma24 homolog [Transcription].
Q#845 - >14795[]	multi-dom	227277	26	179	0.00179881	37.0287	COG4941	COG4941	C	 - 	Predicted RNA polymerase sigma factor, contains C-terminal TPR domain  [Transcription]; Predicted RNA polymerase sigma factor containing a TPR repeat domain [Transcription].
Q#846 - >14796[]	non-specific	227152	1	126	3.93443e-52	160.794	COG4815	COG4815	 - 	cl01985	Uncharacterized protein [Function unknown]; Uncharacterized protein conserved in bacteria [Function unknown].
Q#846 - >14796[]	superfamily	295122	1	126	3.93443e-52	160.794	cl01985	MepB superfamily	 - 	 - 	MepB protein; MepB is a functionally uncharacterized protein in the mepRAB gene cluster of Staphylococcus aureus.
Q#849 - >14799[]	non-specific	226908	64	340	1.63006e-28	111.359	COG4531	ZnuA	 - 	cl00262	ABC-type Zn2+ transport system, periplasmic component/surface adhesin [Inorganic ion transport and metabolism]; ABC-type Zn2+ transport system, periplasmic component/surface adhesin [Inorganic ion transport and metabolism].
Q#849 - >14799[]	superfamily	294188	64	340	1.63006e-28	111.359	cl00262	TroA-like superfamily	 - 	 - 	Helical backbone metal receptor (TroA-like domain). These proteins have been shown to function in the ABC transport of ferric siderophores and metal ions such as Mn2+, Fe3+, Cu2+ and/or Zn2+.  Their ligand binding site is formed in the interface between two globular domains linked by a single helix.  Many of these proteins also possess a low complexity region containing a metal-binding histidine-rich motif (repetitive HDH sequence).  The TroA-like proteins differ in their fold and ligand-binding mechanism from the PBPI and PBPII proteins, but are structurally similar, however, to the beta-subunit of the nitrogenase molybdenum-iron protein MoFe.   Most TroA-like proteins are encoded by ABC-type operons and appear to function as periplasmic components of ABC transporters in metal ion uptake.
Q#849 - >14799[]	multi-dom	223874	7	340	7.14432e-65	206.071	COG0803	ZnuA	 - 	 - 	ABC-type Zn uptake system ZnuABC, Zn-binding component ZnuA [Inorganic ion transport and metabolism]; ABC-type metal ion transport system, periplasmic component/surface adhesin [Inorganic ion transport and metabolism].
Q#850 - >14800[]	specific	223470	2	104	3.04896e-21	79.6397	COG0393	YbjQ	 - 	cl00426	Uncharacterized conserved protein YbjQ, UPF0145 family [Function unknown]; Uncharacterized conserved protein [Function unknown].
Q#850 - >14800[]	superfamily	294295	2	104	3.04896e-21	79.6397	cl00426	YbjQ_1 superfamily	 - 	 - 	Putative heavy-metal-binding; From comparative structural analysis, this family is likely to be a heavy-metal binding domain. The domain oligomerizes as a pentamer. The domain is about 100 amino acids long and is found in prokaryotes.
Q#854 - >14804[]	non-specific	226263	140	303	5.4967e-20	85.1966	COG3740	COG3740	 - 	cl01521	Phage head maturation protease  [Mobilome: prophages, transposons]; Phage head maturation protease [General function prediction only].
Q#854 - >14804[]	superfamily	294900	140	303	5.4967e-20	85.1966	cl01521	Peptidase_S78 superfamily	 - 	 - 	Caudovirus prohead serine protease; Family of Caudovirus prohead serine proteases also found in a number of bacteria possibly as the result of horizontal transfer.
Q#856 - >14806[]	multi-dom	224259	154	252	0.000824576	39.2792	COG1340	COG1340	N	 - 	Uncharacterized coiled-coil protein, contains DUF342 domain [Function unknown]; Uncharacterized archaeal coiled-coil protein [Function unknown].
Q#856 - >14806[]	multi-dom	227674	161	243	0.00142431	38.9026	COG5384	Mpp10	NC	 - 	U3 small nucleolar ribonucleoprotein component  [Translation, ribosomal structure and biogenesis]; U3 small nucleolar ribonucleoprotein component [Translation, ribosomal structure and biogenesis].
Q#862 - >14812[]	multi-dom	223214	1	343	1.11752e-137	393.131	COG0136	Asd	 - 	 - 	Aspartate-semialdehyde dehydrogenase [Amino acid transport and metabolism]; Aspartate-semialdehyde dehydrogenase [Amino acid transport and metabolism].
Q#862 - >14812[]	multi-dom	223081	1	337	1.17871e-13	69.6038	COG0002	ArgC	 - 	 - 	N-acetyl-gamma-glutamylphosphate reductase [Amino acid transport and metabolism]; Acetylglutamate semialdehyde dehydrogenase [Amino acid transport and metabolism].
Q#862 - >14812[]	multi-dom	223135	32	151	2.82603e-07	50.2471	COG0057	GapA	C	 - 	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase [Carbohydrate transport and metabolism]; Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase [Carbohydrate transport and metabolism].
Q#864 - >14814[]	specific	223856	2	212	1.78511e-17	77.7396	COG0785	CcdA	 - 	cl21514	Cytochrome c biogenesis protein CcdA [Energy production and conversion, Posttranslational modification, protein turnover, chaperones]; Cytochrome c biogenesis protein [Posttranslational modification, protein turnover, chaperones].
Q#864 - >14814[]	superfamily	304402	2	212	1.78511e-17	77.7396	cl21514	TauE superfamily	 - 	 - 	Sulfite exporter TauE/SafE; This is a family of integral membrane proteins where the alignment appears to contain two duplicated modules of three transmembrane helices. The proteins are involved in the transport of anions across the cytoplasmic membrane during taurine metabolizm as an exporter of sulfoacetate. This family used to be known as DUF81.
Q#864 - >14814[]	multi-dom	226685	5	172	7.45288e-09	54.6848	COG4232	DsbD	NC	 - 	Thiol:disulfide interchange protein [Posttranslational modification, protein turnover, chaperones]; Thiol:disulfide interchange protein [Posttranslational modification, protein turnover, chaperones / Energy production and conversion].
Q#865 - >14815[]	multi-dom	223450	1	417	5.18872e-121	357.713	COG0373	HemA	 - 	 - 	Glutamyl-tRNA reductase [Coenzyme transport and metabolism]; Glutamyl-tRNA reductase [Coenzyme metabolism].
Q#865 - >14815[]	multi-dom	223247	181	281	5.46755e-09	55.7372	COG0169	AroE	NC	 - 	Shikimate 5-dehydrogenase [Amino acid transport and metabolism]; Shikimate 5-dehydrogenase [Amino acid transport and metabolism].
Q#865 - >14815[]	multi-dom	224662	185	301	0.00268436	38.4683	COG1748	Lys9	C	 - 	Saccharopine dehydrogenase, NADP-dependent  [Amino acid transport and metabolism]; Saccharopine dehydrogenase and related proteins [Amino acid transport and metabolism].
Q#866 - >14816[]	specific	224252	36	535	1.03537e-143	421.436	COG1333	ResB	 - 	cl09125	Cytochrome c biogenesis protein ResB [Energy production and conversion, Posttranslational modification, protein turnover, chaperones]; ResB protein required for cytochrome c biosynthesis [Posttranslational modification, protein turnover, chaperones].
Q#866 - >14816[]	superfamily	298838	36	535	1.03537e-143	421.436	cl09125	ResB superfamily	 - 	 - 	ResB-like family; This family includes both ResB and cytochrome c biogenesis proteins. Mutations in ResB indicate that they are essential for growth. ResB is predicted to be a transmembrane protein.
Q#867 - >14817[]	specific	223524	11	322	3.61568e-174	482.303	COG0447	MenB	 - 	cl23717	1,4-Dihydroxy-2-naphthoyl-CoA synthase [Coenzyme transport and metabolism]; Dihydroxynaphthoic acid synthase [Coenzyme metabolism].
Q#867 - >14817[]	superfamily	304874	11	322	3.61568e-174	482.303	cl23717	crotonase-like superfamily	 - 	 - 	Crotonase/Enoyl-Coenzyme A (CoA) hydratase superfamily. This superfamily contains a diverse set of enzymes including enoyl-CoA hydratase, napthoate synthase, methylmalonyl-CoA decarboxylase, 3-hydoxybutyryl-CoA dehydratase, and dienoyl-CoA isomerase. Many of these play important roles in fatty acid metabolism. In addition to a conserved structural core and the formation of trimers (or dimers of trimers), a common feature in this superfamily is the stabilization of an enolate anion intermediate derived from an acyl-CoA substrate. This is accomplished by two conserved backbone NH groups in active sites that form an oxyanion hole.
Q#867 - >14817[]	non-specific	223955	31	315	7.19639e-46	154.866	COG1024	CaiD	 - 	cl23717	Enoyl-CoA hydratase/carnithine racemase [Lipid transport and metabolism]; Enoyl-CoA hydratase/carnithine racemase [Lipid metabolism].
Q#869 - >14819[]	non-specific	226908	360	534	2.11358e-23	99.4178	COG4531	ZnuA	N	cl00262	ABC-type Zn2+ transport system, periplasmic component/surface adhesin [Inorganic ion transport and metabolism]; ABC-type Zn2+ transport system, periplasmic component/surface adhesin [Inorganic ion transport and metabolism].
Q#869 - >14819[]	superfamily	294188	360	534	2.11358e-23	99.4178	cl00262	TroA-like superfamily	N	 - 	Helical backbone metal receptor (TroA-like domain). These proteins have been shown to function in the ABC transport of ferric siderophores and metal ions such as Mn2+, Fe3+, Cu2+ and/or Zn2+.  Their ligand binding site is formed in the interface between two globular domains linked by a single helix.  Many of these proteins also possess a low complexity region containing a metal-binding histidine-rich motif (repetitive HDH sequence).  The TroA-like proteins differ in their fold and ligand-binding mechanism from the PBPI and PBPII proteins, but are structurally similar, however, to the beta-subunit of the nitrogenase molybdenum-iron protein MoFe.   Most TroA-like proteins are encoded by ABC-type operons and appear to function as periplasmic components of ABC transporters in metal ion uptake.
Q#869 - >14819[]	multi-dom	223874	358	535	4.67293e-37	137.891	COG0803	ZnuA	N	 - 	ABC-type Zn uptake system ZnuABC, Zn-binding component ZnuA [Inorganic ion transport and metabolism]; ABC-type metal ion transport system, periplasmic component/surface adhesin [Inorganic ion transport and metabolism].
Q#869 - >14819[]	multi-dom	223874	16	104	9.06949e-21	91.6672	COG0803	ZnuA	C	 - 	ABC-type Zn uptake system ZnuABC, Zn-binding component ZnuA [Inorganic ion transport and metabolism]; ABC-type metal ion transport system, periplasmic component/surface adhesin [Inorganic ion transport and metabolism].
Q#871 - >14821[]	multi-dom	226951	213	420	2.73241e-26	107.572	COG4585	COG4585	N	 - 	Signal transduction histidine kinase  [Signal transduction mechanisms]; Signal transduction histidine kinase [Signal transduction mechanisms].
Q#871 - >14821[]	multi-dom	226369	213	419	3.53554e-13	69.4129	COG3851	UhpB	N	 - 	Signal transduction histidine kinase, glucose-6-phosphate specific [Signal transduction mechanisms]; Signal transduction histidine kinase, glucose-6-phosphate specific [Signal transduction mechanisms].
Q#871 - >14821[]	multi-dom	226930	213	420	6.20334e-11	62.5358	COG4564	COG4564	N	 - 	Signal transduction histidine kinase  [Signal transduction mechanisms]; Signal transduction histidine kinase [Signal transduction mechanisms].
Q#871 - >14821[]	multi-dom	226368	213	352	1.19944e-10	61.979	COG3850	NarQ	N	 - 	Signal transduction histidine kinase, nitrate/nitrite-specific [Signal transduction mechanisms]; Signal transduction histidine kinase, nitrate/nitrite-specific [Signal transduction mechanisms].
Q#871 - >14821[]	multi-dom	223715	196	399	0.000170055	42.0483	COG0642	BaeS	N	 - 	Signal transduction histidine kinase [Signal transduction mechanisms]; Signal transduction histidine kinase [Signal transduction mechanisms].
